longitude,url,author,rating,time,type,filename,license,secondary_labels,all_labels,primary_label,latitude,old_filename,sample_rate,au_len,duration_s,sw_col,id
-0.418,https://www.xeno-canto.org/553777,Joan Balfagon,2.0,02:34,['nocturnal flight call'],comsan/XC553777.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,39.5104,comsan/XC553777.ogg,32000,494028,15.438375,comsan,553777
-7.6138,https://www.xeno-canto.org/554095,Nelson Conceição,3.5,19:45,['flight call'],comsan/XC554095.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,37.1357,comsan/XC554095.ogg,32000,366336,11.448,comsan,554095
-0.3522,https://www.xeno-canto.org/554383,jesus carrion,3.0,23:59,['nocturnal flight call'],comsan/XC554383.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,39.4696,comsan/XC554383.ogg,32000,226534,7.0791875,comsan,554383
25.0058,https://www.xeno-canto.org/554847,Juha Saari,3.0,00:47,['nocturnal flight call'],comsan/XC554847.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,60.2357,comsan/XC554847.ogg,32000,333504,10.422,comsan,554847
18.9721,https://www.xeno-canto.org/555208,Ireneusz Oleksik,2.0,02:59,"['flight call', 'nocturnal flight call']",comsan/XC555208.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,50.1191,comsan/XC555208.ogg,32000,278016,8.688,comsan,555208
-4.163,https://www.xeno-canto.org/555679,B Whyte,5.0,23:30,['nocturnal flight call'],comsan/XC555679.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,57.4706,comsan/XC555679.ogg,32000,329344,10.292,comsan,555679
3.2228,https://www.xeno-canto.org/555829,Nicolas Selosse,4.0,04:09,['nocturnal flight call'],comsan/XC555829.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,50.7193,comsan/XC555829.ogg,32000,290900,9.090625,comsan,555829
3.2228,https://www.xeno-canto.org/556785,Nicolas Selosse,2.0,22:43,['nocturnal flight call'],comsan/XC556785.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,50.7193,comsan/XC556785.ogg,32000,225698,7.0530625,comsan,556785
3.2228,https://www.xeno-canto.org/556802,Nicolas Selosse,2.0,02:12,['nocturnal flight call'],comsan/XC556802.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,50.7193,comsan/XC556802.ogg,32000,201456,6.2955,comsan,556802
3.2228,https://www.xeno-canto.org/556814,Nicolas Selosse,2.0,03:55,['nocturnal flight call'],comsan/XC556814.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,50.7193,comsan/XC556814.ogg,32000,209816,6.55675,comsan,556814
3.2228,https://www.xeno-canto.org/556821,Nicolas Selosse,1.0,03:58,['nocturnal flight call'],comsan/XC556821.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,50.7193,comsan/XC556821.ogg,32000,168020,5.250625,comsan,556821
-3.6965,https://www.xeno-canto.org/557070,Peter Stronach,2.0,04:17,"['adult', 'call', 'flight call', 'nocturnal flight call', 'song']",comsan/XC557070.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,57.2821,comsan/XC557070.ogg,32000,672914,21.0285625,comsan,557070
-3.6965,https://www.xeno-canto.org/557073,Peter Stronach,1.5,04:17,"['adult', 'call', 'flight call', 'nocturnal flight call', 'song']",comsan/XC557073.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,57.2821,comsan/XC557073.ogg,32000,672914,21.0285625,comsan,557073
-3.6965,https://www.xeno-canto.org/557085,Peter Stronach,2.5,23:33,"['adult', 'call', 'flight call', 'nocturnal flight call']",comsan/XC557085.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,57.2821,comsan/XC557085.ogg,32000,1459513,45.60978125,comsan,557085
44.0017,https://www.xeno-canto.org/557579,Andrey Suravenkov,3.0,21:44,"['adult', 'nocturnal flight call', 'sex uncertain']",comsan/XC557579.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,56.2702,comsan/XC557579.ogg,32000,173568,5.424,comsan,557579
3.2228,https://www.xeno-canto.org/557910,Nicolas Selosse,0.0,01:21,['nocturnal flight call'],comsan/XC557910.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,50.7193,comsan/XC557910.ogg,32000,241568,7.549,comsan,557910
18.0588,https://www.xeno-canto.org/559092,Alan Dalton,4.0,22:30,['nocturnal flight call'],comsan/XC559092.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,59.3158,comsan/XC559092.ogg,32000,186400,5.825,comsan,559092
17.9371,https://www.xeno-canto.org/559684,Robert Ekman,0.0,00:32,"['flight call', 'nocturnal flight call']",comsan/XC559684.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,59.9674,comsan/XC559684.ogg,32000,181394,5.6685625,comsan,559684
25.1228,https://www.xeno-canto.org/560630,Hannu Varkki,4.5,05:00,['song'],comsan/XC560630.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,60.221,comsan/XC560630.ogg,32000,323500,10.109375,comsan,560630
3.2228,https://www.xeno-canto.org/562231,Nicolas Selosse,0.0,03:10,['nocturnal flight call'],comsan/XC562231.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,50.7193,comsan/XC562231.ogg,32000,223168,6.974,comsan,562231
16.2453,https://www.xeno-canto.org/565765,Thomas Bergman,2.5,06:28,['call'],comsan/XC565765.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,62.1377,comsan/XC565765.ogg,32000,553378,17.2930625,comsan,565765
-1.2948,https://www.xeno-canto.org/56589,Mike Nelson,4.0,5:00pm,['flight call'],comsan/XC56589.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,[],[],comsan,5.2012,comsan/XC56589.ogg,32000,191425,5.98203125,comsan,56589
109.3991,https://www.xeno-canto.org/569862,Albina Fateeva,3.0,05:30,['song'],comsan/XC569862.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,50.5395,comsan/XC569862.ogg,32000,1371648,42.864,comsan,569862
-1.5285,https://www.xeno-canto.org/571110,Andrew Harrop,4.0,10:30,['call'],comsan/XC571110.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,60.2703,comsan/XC571110.ogg,32000,504576,15.768,comsan,571110
-1.5285,https://www.xeno-canto.org/571111,Andrew Harrop,3.0,10:30,['flight call'],comsan/XC571111.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,60.2703,comsan/XC571111.ogg,32000,299520,9.36,comsan,571111
18.9721,https://www.xeno-canto.org/571437,Ireneusz Oleksik,3.0,02:00,"['flight call', 'nocturnal flight call']",comsan/XC571437.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,50.1191,comsan/XC571437.ogg,32000,165888,5.184,comsan,571437
16.9887,https://www.xeno-canto.org/574277,Sławomir Karpicki-Ignatowski,4.0,02:00,"['adult', 'nocturnal flight call']",comsan/XC574277.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,52.3882,comsan/XC574277.ogg,32000,517433,16.16978125,comsan,574277
5.8519,https://www.xeno-canto.org/576451,Martijn Verdoes,4.0,02:21,['nocturnal flight call'],comsan/XC576451.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,51.8346,comsan/XC576451.ogg,32000,208960,6.53,comsan,576451
-2.9879,https://www.xeno-canto.org/577149,LE ROY Renaud,3.0,04:00,"['life stage uncertain', 'nocturnal flight call', 'sex uncertain']",comsan/XC577149.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,48.7043,comsan/XC577149.ogg,32000,175520,5.485,comsan,577149
21.113,https://www.xeno-canto.org/577935,Alan Dalton,5.0,22:00,['flight call'],comsan/XC577935.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,64.191,comsan/XC577935.ogg,32000,627744,19.617,comsan,577935
21.113,https://www.xeno-canto.org/577943,Alan Dalton,5.0,02:30,['call'],comsan/XC577943.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,64.191,comsan/XC577943.ogg,32000,570080,17.815,comsan,577943
-2.988,https://www.xeno-canto.org/578511,LE ROY Renaud,3.0,04:00,"['life stage uncertain', 'nocturnal flight call', 'sex uncertain']",comsan/XC578511.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,48.7044,comsan/XC578511.ogg,32000,171360,5.355,comsan,578511
3.2143,https://www.xeno-canto.org/578546,Christophe Gruwier,3.0,04:00,['nocturnal flight call'],comsan/XC578546.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,50.7347,comsan/XC578546.ogg,32000,225696,7.053,comsan,578546
22.6154,https://www.xeno-canto.org/578771,Ireneusz Oleksik,3.0,03:10,"['flight call', 'nocturnal flight call']",comsan/XC578771.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,49.4452,comsan/XC578771.ogg,32000,429662,13.4269375,comsan,578771
-0.1461,https://www.xeno-canto.org/579400,Arjun Dutta,4.0,03:26,"['flight call', 'nocturnal flight call']",comsan/XC579400.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,51.3532,comsan/XC579400.ogg,32000,162976,5.093,comsan,579400
1.293,https://www.xeno-canto.org/579712,MERCIER Christophe,4.0,03:35,['nocturnal flight call'],comsan/XC579712.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,45.8271,comsan/XC579712.ogg,32000,284928,8.904,comsan,579712
5.8519,https://www.xeno-canto.org/580537,Martijn Verdoes,5.0,03:06,['nocturnal flight call'],comsan/XC580537.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,51.8346,comsan/XC580537.ogg,32000,1135168,35.474,comsan,580537
3.2143,https://www.xeno-canto.org/580755,Christophe Gruwier,3.0,03:15,['nocturnal flight call'],comsan/XC580755.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,50.7347,comsan/XC580755.ogg,32000,1522176,47.568,comsan,580755
1.7254,https://www.xeno-canto.org/580808,Sergi,4.0,04:38,['nocturnal flight call'],comsan/XC580808.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,41.2243,comsan/XC580808.ogg,32000,188896,5.903,comsan,580808
26.6876,https://www.xeno-canto.org/581172,Uku Paal,1.0,23:30,['nocturnal flight call'],comsan/XC581172.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,58.3749,comsan/XC581172.ogg,32000,3610304,112.822,comsan,581172
-0.3886,https://www.xeno-canto.org/581304,James Spencer,4.0,00:32,"['nocturnal flight call', 'sex uncertain']",comsan/XC581304.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,54.0113,comsan/XC581304.ogg,32000,1560640,48.77,comsan,581304
13.7833,https://www.xeno-canto.org/581607,Regina Eidner,5.0,21:41,"['call', 'flight call']",comsan/XC581607.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,52.2048,comsan/XC581607.ogg,32000,841728,26.304,comsan,581607
13.7833,https://www.xeno-canto.org/581608,Regina Eidner,5.0,21:42,"['call', 'flight call']",comsan/XC581608.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,52.2048,comsan/XC581608.ogg,32000,205056,6.408,comsan,581608
3.8767,https://www.xeno-canto.org/581622,Pierre Foulquier,4.0,02:30,"['flight call', 'nocturnal flight call']",comsan/XC581622.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,43.6108,comsan/XC581622.ogg,32000,195584,6.112,comsan,581622
2.3501,https://www.xeno-canto.org/581732,julien Rochefort,5.0,03:14,['nocturnal flight call'],comsan/XC581732.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,48.675,comsan/XC581732.ogg,32000,1858247,58.07021875,comsan,581732
21.0961,https://www.xeno-canto.org/581851,Tomasz Wałachowski,2.0,03:30,['nocturnal flight call'],comsan/XC581851.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,52.3287,comsan/XC581851.ogg,32000,1160255,36.25796875,comsan,581851
0.6214,https://www.xeno-canto.org/582064,Cedric Mroczko,2.0,01:30,['nocturnal flight call'],comsan/XC582064.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,47.3431,comsan/XC582064.ogg,32000,674586,21.0808125,comsan,582064
-1.7909,https://www.xeno-canto.org/582072,John Sirrett,3.0,01:00,"['Anthropogenic background noise', 'nocturnal flight call']",comsan/XC582072.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,52.3857,comsan/XC582072.ogg,32000,1315584,41.112,comsan,582072
0.1995,https://www.xeno-canto.org/582120,Christian Kerihuel,4.0,23:30,['nocturnal flight call'],comsan/XC582120.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,48.0228,comsan/XC582120.ogg,32000,903936,28.248,comsan,582120
-1.5399,https://www.xeno-canto.org/582510,Maxime Pirio,5.0,23:38,['nocturnal flight call'],comsan/XC582510.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,46.4168,comsan/XC582510.ogg,32000,755712,23.616,comsan,582510
-0.6142,https://www.xeno-canto.org/583001,Ed Stubbs,1.0,06:20,"['adult', 'call', 'flight call']",comsan/XC583001.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,51.1645,comsan/XC583001.ogg,32000,553378,17.2930625,comsan,583001
-1.2,https://www.xeno-canto.org/583018,Jon Sparshott,2.0,22:30,['nocturnal flight call'],comsan/XC583018.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,50.599,comsan/XC583018.ogg,32000,350208,10.944,comsan,583018
-5.1292,https://www.xeno-canto.org/584478,Stanislas Wroza,4.0,01:00,"['flight call', 'nocturnal flight call', 'social calls']",comsan/XC584478.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,48.459,comsan/XC584478.ogg,32000,8417696,263.053,comsan,584478
-5.1292,https://www.xeno-canto.org/584479,Stanislas Wroza,3.0,01:00,"['flight call', 'nocturnal flight call', 'social calls']",comsan/XC584479.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,48.459,comsan/XC584479.ogg,32000,4286560,133.955,comsan,584479
-5.1294,https://www.xeno-canto.org/584611,Stanislas Wroza,4.0,01:00,"['flight call', 'nocturnal flight call', 'short calls']",comsan/XC584611.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,48.4594,comsan/XC584611.ogg,32000,9706656,303.333,comsan,584611
-5.1296,https://www.xeno-canto.org/584750,Stanislas Wroza,3.0,02:00,"['""M"" call', 'chatter call', 'flight call', 'nocturnal flight call', 'thin social calls']",comsan/XC584750.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,48.4593,comsan/XC584750.ogg,32000,1843200,57.6,comsan,584750
-2.8518,https://www.xeno-canto.org/586342,Paul Williams,3.0,03:16,['nocturnal flight call'],comsan/XC586342.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,51.4309,comsan/XC586342.ogg,32000,352736,11.023,comsan,586342
-2.8518,https://www.xeno-canto.org/586343,Paul Williams,3.0,01:20,['nocturnal flight call'],comsan/XC586343.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,51.4309,comsan/XC586343.ogg,32000,737280,23.04,comsan,586343
1.1604,https://www.xeno-canto.org/586746,Sidney M,2.0,08:00,"['flight call', 'life stage uncertain', 'sex uncertain']",comsan/XC586746.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,41.0992,comsan/XC586746.ogg,32000,340192,10.631,comsan,586746
1.8551,https://www.xeno-canto.org/588255,Jordi Calvet,2.0,22:15,"['life stage uncertain', 'nocturnal flight call', 'sex uncertain']",comsan/XC588255.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,41.5564,comsan/XC588255.ogg,32000,634368,19.824,comsan,588255
-4.8622,https://www.xeno-canto.org/588583,Stanislas Wroza,4.0,08:00,"['dissyllabic call', 'flight call']",comsan/XC588583.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,48.0372,comsan/XC588583.ogg,32000,375552,11.736,comsan,588583
-1.9836,https://www.xeno-canto.org/588968,Martin Wood,3.0,23:30,['flight call'],comsan/XC588968.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,50.8024,comsan/XC588968.ogg,32000,668704,20.897,comsan,588968
16.9887,https://www.xeno-canto.org/589069,Sławomir Karpicki-Ignatowski,5.0,03:00,"['flight call', 'sex uncertain']",comsan/XC589069.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,52.3882,comsan/XC589069.ogg,32000,179722,5.6163125,comsan,589069
-2.9878,https://www.xeno-canto.org/589962,LE ROY Renaud,3.0,03:30,['nocturnal flight call'],comsan/XC589962.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,48.7043,comsan/XC589962.ogg,32000,223168,6.974,comsan,589962
6.9827,https://www.xeno-canto.org/590787,Stephan Risch,4.0,20:07,['call'],comsan/XC590787.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,50.9866,comsan/XC590787.ogg,32000,456192,14.256,comsan,590787
-6.8901,https://www.xeno-canto.org/594450,Eduardo Realinho,4.0,13:00,['call'],comsan/XC594450.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,40.8633,comsan/XC594450.ogg,32000,305946,9.5608125,comsan,594450
4.4419,https://www.xeno-canto.org/603037,Bram Vogels,4.0,02:00,['nocturnal flight call'],comsan/XC603037.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,51.3626,comsan/XC603037.ogg,32000,277504,8.672,comsan,603037
22.5764,https://www.xeno-canto.org/614296,Romuald Mikusek,1.5,00:02,"['nocturnal flight call', 'sex uncertain']",comsan/XC614296.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,53.2854,comsan/XC614296.ogg,32000,514560,16.08,comsan,614296
-2.9833,https://www.xeno-canto.org/621618,Chris Batty,2.5,22:57,"['call', 'flight call', 'nocturnal flight call']",comsan/XC621618.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,53.9299,comsan/XC621618.ogg,32000,3405531,106.42284375,comsan,621618
-2.9833,https://www.xeno-canto.org/621620,Chris Batty,3.0,22:13,"['call', 'flight call', 'nocturnal flight call']",comsan/XC621620.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,53.9299,comsan/XC621620.ogg,32000,1223784,38.24325,comsan,621620
-1.5399,https://www.xeno-canto.org/629449,Maxime Pirio,5.0,22:54,['nocturnal flight call'],comsan/XC629449.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,46.4168,comsan/XC629449.ogg,32000,1338624,41.832,comsan,629449
-7.867,https://www.xeno-canto.org/632676,Ricardo Hevia,4.0,05:00,['nocturnal flight call'],comsan/XC632676.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,43.7412,comsan/XC632676.ogg,32000,485669,15.17715625,comsan,632676
-0.4196,https://www.xeno-canto.org/636683,Dan Lombard,4.0,01:00,"['adult', 'nocturnal flight call', 'sex uncertain']",comsan/XC636683.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,54.2386,comsan/XC636683.ogg,32000,529120,16.535,comsan,636683
-0.4196,https://www.xeno-canto.org/636691,Dan Lombard,4.0,23:00,"['nocturnal flight call', 'sex uncertain', 'song', 'subsong']",comsan/XC636691.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,54.2386,comsan/XC636691.ogg,32000,439680,13.74,comsan,636691
-0.4196,https://www.xeno-canto.org/636696,Dan Lombard,4.0,01:00,"['nocturnal flight call', 'song']",comsan/XC636696.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,54.2386,comsan/XC636696.ogg,32000,222336,6.948,comsan,636696
1.7254,https://www.xeno-canto.org/639192,Sergi,5.0,21:16,"['life stage uncertain', 'nocturnal flight call', 'sex uncertain']",comsan/XC639192.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,41.2243,comsan/XC639192.ogg,32000,675392,21.106,comsan,639192
2.3653,https://www.xeno-canto.org/639418,Feliu López i Gelats,5.0,03:00,['nocturnal flight call'],comsan/XC639418.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,41.4875,comsan/XC639418.ogg,32000,315977,9.87428125,comsan,639418
1.7254,https://www.xeno-canto.org/643758,Sergi,4.0,02:19,"['life stage uncertain', 'nocturnal flight call', 'sex uncertain']",comsan/XC643758.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,41.2243,comsan/XC643758.ogg,32000,329344,10.292,comsan,643758
2.0278,https://www.xeno-canto.org/643855,Albert Subirà,5.0,05:17,['nocturnal flight call'],comsan/XC643855.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,42.009,comsan/XC643855.ogg,32000,2267847,70.87021875,comsan,643855
18.9721,https://www.xeno-canto.org/644621,Ireneusz Oleksik,2.0,23:49,"['flight call', 'nocturnal flight call']",comsan/XC644621.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,50.1191,comsan/XC644621.ogg,32000,214272,6.696,comsan,644621
-2.978,https://www.xeno-canto.org/645610,Paul Bate,3.0,00:30,"['life stage uncertain', 'sex uncertain']",comsan/XC645610.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,51.225,comsan/XC645610.ogg,32000,175104,5.472,comsan,645610
25.0058,https://www.xeno-canto.org/646183,Juha Saari,5.0,00:02,['nocturnal flight call'],comsan/XC646183.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,60.2357,comsan/XC646183.ogg,32000,1857408,58.044,comsan,646183
18.0106,https://www.xeno-canto.org/647542,Teet Sirotkin,4.0,00:33,['nocturnal flight call'],comsan/XC647542.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,59.2826,comsan/XC647542.ogg,32000,211200,6.6,comsan,647542
8.0872,https://www.xeno-canto.org/647793,Blåvand Fuglestation,4.0,01:38,['nocturnal flight call'],comsan/XC647793.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,55.5566,comsan/XC647793.ogg,32000,302592,9.456,comsan,647793
17.8657,https://www.xeno-canto.org/653699,Alan Dalton,5.0,23:30,"['life stage uncertain', 'nocturnal flight call', 'sex uncertain']",comsan/XC653699.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,58.7396,comsan/XC653699.ogg,32000,292608,9.144,comsan,653699
-7.867,https://www.xeno-canto.org/660177,Ricardo Hevia,5.0,00:30,['nocturnal flight call'],comsan/XC660177.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,43.7412,comsan/XC660177.ogg,32000,214816,6.713,comsan,660177
2.3653,https://www.xeno-canto.org/660610,Feliu López i Gelats,5.0,00:30,['nocturnal flight call'],comsan/XC660610.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,41.4875,comsan/XC660610.ogg,32000,654524,20.453875,comsan,660610
9.7893,https://www.xeno-canto.org/663388,Lars Burnus,5.0,23:04,"['life stage uncertain', 'nocturnal flight call', 'sex uncertain']",comsan/XC663388.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,53.4697,comsan/XC663388.ogg,32000,1280627,40.01959375,comsan,663388
1.7254,https://www.xeno-canto.org/663488,Sergi,5.0,03:20,"['life stage uncertain', 'nocturnal flight call', 'sex uncertain']",comsan/XC663488.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,41.2243,comsan/XC663488.ogg,32000,458912,14.341,comsan,663488
21.113,https://www.xeno-canto.org/663898,Alan Dalton,4.5,23:30,"['adult', 'call', 'sex uncertain']",comsan/XC663898.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,64.191,comsan/XC663898.ogg,32000,2133504,66.672,comsan,663898
1.9515,https://www.xeno-canto.org/663967,Cedric Mroczko,1.0,22:45,['nocturnal flight call'],comsan/XC663967.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,44.0635,comsan/XC663967.ogg,32000,387030,12.0946875,comsan,663967
5.3368,https://www.xeno-canto.org/664793,Peter van Vlaardingen,3.5,04:15,"['call', 'flight call', 'nocturnal flight call']",comsan/XC664793.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,51.9839,comsan/XC664793.ogg,32000,875520,27.36,comsan,664793
-7.867,https://www.xeno-canto.org/665465,Ricardo Hevia,5.0,01:00,['nocturnal flight call'],comsan/XC665465.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,43.7412,comsan/XC665465.ogg,32000,341024,10.657,comsan,665465
-0.4409,https://www.xeno-canto.org/665469,Sébastien Arriubergé,5.0,04:59,['nocturnal flight call'],comsan/XC665469.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,43.1896,comsan/XC665469.ogg,32000,402913,12.59103125,comsan,665469
-6.2787,https://www.xeno-canto.org/665492,Sean Morris,3.5,02:16,"['adult', 'nocturnal flight call', 'sex uncertain']",comsan/XC665492.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,57.0161,comsan/XC665492.ogg,32000,615936,19.248,comsan,665492
5.6641,https://www.xeno-canto.org/666524,Chèvremont Fabian,3.0,02:30,"['life stage uncertain', 'nocturnal flight call', 'sex uncertain']",comsan/XC666524.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,50.6041,comsan/XC666524.ogg,32000,1046570,32.7053125,comsan,666524
-108.1098,https://www.xeno-canto.org/11464,Todd Mark,4.0,6:00,['call'],barswa/XC11464.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,[],[],barswa,29.267,barswa/XC11464.ogg,32000,974298,30.4468125,barswa,11464
11.9284,https://www.xeno-canto.org/125026,Louis A. Hansen,3.5,19:59,['song'],barswa/XC125026.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,[],[],barswa,54.5789,barswa/XC125026.ogg,32000,1796000,56.125,barswa,125026
24.8353,https://www.xeno-canto.org/126103,Sander Bot,3.5,?,['call'],barswa/XC126103.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,[],[],barswa,-28.8865,barswa/XC126103.ogg,32000,994360,31.07375,barswa,126103
